Name,Shape,Start,Count,Constant Shape,Time,Selection Size,SizeofVariable,ShapeID,Steps,StepStart,BlockID,OrderKey,OrderOrder
atoms,32000 5,23100 0,900 5,False,18: 51: 44,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 45,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 46,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 46,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 47,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 48,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 48,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 49,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 49,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 50,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 ,"
atoms,32000 5,23100 0,900 5,False,18: 51: 51,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 10 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 45,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 45,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 46,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 46,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 47,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 48,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 48,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 49,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 49,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 50,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 ,"
atoms,32000 5,3100 0,900 5,False,18: 51: 51,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 10 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 45,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 45,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 46,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 46,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 47,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 48,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 48,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 49,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 49,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 50,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 ,"
atoms,32000 5,28400 0,900 5,False,18: 51: 51,4500,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 10 ,"
atoms,32000 5,5000 0,1000 5,False,18: 51: 44,5000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 ,"
atoms,32000 5,5000 0,1000 5,False,18: 51: 45,5000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 ,"
