Name,Shape,Start,Count,Constant Shape,Time,Selection Size,SizeofVariable,ShapeID,Steps,StepStart,BlockID,OrderKey,OrderOrder
atoms,32000 5,26000 0,2000 5,False,18: 48: 24,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 24,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 25,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 25,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 25,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 26,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 26,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 26,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 27,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 27,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 ,"
atoms,32000 5,26000 0,2000 5,False,18: 48: 27,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 8 9 10 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 24,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 24,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 25,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 25,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 25,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 26,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 26,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 ,"
atoms,32000 5,8000 0,2000 5,False,18: 48: 26,10000,8,ShapeID::GlobalArray,0,0,0,atoms Order,"0 1 2 3 4 5 6 7 ,"
